ALL SCPP DATA FOR 1985 (spring)

Beginning 861218 @ 10:25, the higher magnification on the sterio microscope was used to
image the ice particles.  Prior to that date, lower magnification was used and the data
quality is inferior (i.e. this data set).  See Mitchell et al. (1990, JAM).

Note: No confidence rating is given since that practice had not been adopted when this
data was developed.

Temperature of origin refers to the midpoint temperature of the habit regime the ice particle
corresponds to.  Temperature uncertainty indicates the extent of the habit regime (i.e. the
midpoint minus temp. uncertainty to the mean plus temp. uncertainty).

For ice particle shape classification, R- indicates ice particle is rimed; -A means the ice
particle is an aggregate with possibly other less dominant habits present; -F means the ice
particle is an ice crystal fragment; -FA means the ice particle is an aggregate consisting
largely of crystal fragments.  For habit classifications, see Magono and Lee scheme in 
Pruppacher and Klett.

X and Y refer to coordinates on a grid superimposed on a projector screen and were used 
to locate the particle image on a slide.


Date   Time    X     Y      Image  Image  Actual Actual  Mass    Temp.   Temp. Snow
                            ice    drop   ice    drop            of    uncert. type
                            length length length length          origin
                            (cm)   (cm)   (mm)   (mm)    (mg)   (deg. C)  (C)


850326 1722  48.50  60.00    .35    .28    .23    .18  .158E-02   -7.00   3.00 G1
850326 1722  37.00  57.00   1.85    .70   1.20    .46  .247E-01  -25.00   5.00 C2B
850326 1722  54.40  55.00   1.35    .60    .88    .39  .155E-01  -25.00   5.00 C2B
850326 1722  59.00  58.50   1.40    .70    .91    .46  .247E-01  -27.50   2.50 C1C
850326 1722  59.50  65.00   1.00    .30    .65    .20  .194E-02  -15.00   1.50 I3B
850326 1722  62.00  58.00   1.30    .70    .85    .46  .247E-01  -27.50   2.50 C1C
850326 1722  66.00  60.00   1.60    .90   1.04    .59  .524E-01   -5.00   1.00 N1A
850326 1722  66.50  58.00   1.25    .50    .81    .33  .899E-02   -7.00   1.00 N1E
850326 1722  67.50  56.00    .70    .45    .46    .29  .655E-02  -30.00  10.00 C1E
850326 1722  72.00  59.00   1.60    .55   1.04    .36  .120E-01  -30.00  10.00 C1E
850326 1729   8.50  10.00   1.70   1.10   1.11    .72  .957E-01  999.00 999.00 I4 
850326 1729  25.00   9.00   1.70    .95   1.11    .62  .616E-01  999.00 999.00 I4 
850326 1729  31.00   2.00   1.40   1.00    .91    .65  .719E-01  -25.00   5.00 C2B
850326 1729  46.00   4.00   1.20    .90    .78    .59  .524E-01  999.00 999.00 I4 
850326 1729  60.00   6.50   1.20    .80    .78    .52  .368E-01  -30.00  10.00 C1E
850326 1729  61.00   9.50    .90    .75    .59    .49  .303E-01  999.00 999.00 I4 
850326 1729  86.00   8.50   2.20    .95   1.43    .62  .616E-01  999.00 999.00 I4 
850326 1729  86.50   2.50   1.20    .80    .78    .52  .368E-01  -30.00   5.00 C2A
850326 1729   7.50  14.00   1.30    .80    .85    .52  .368E-01  999.00 999.00 I4 
850326 1729   9.00  15.00   1.00    .55    .65    .36  .120E-01  999.00 999.00 I4 
850326 1729  30.00  20.00   1.95    .95   1.27    .62  .616E-01  -15.00   1.50 I3B
850326 1729  46.00  18.00   1.75    .95   1.14    .62  .616E-01  -30.00   5.00 C2A
850326 1729  61.50  15.00   1.35    .90    .88    .59  .524E-01  999.00 999.00 I4 
850326 1729  72.00  20.00    .90    .75    .59    .49  .303E-01  -30.00  10.00 C1E
850326 1729  24.00  31.00   1.60    .85   1.04    .55  .442E-01  999.00 999.00 I4 
850326 1729  28.00  34.00   1.00    .60    .65    .39  .155E-01  999.00 999.00 I4 
850326 1729  60.00  34.50   2.10    .75   1.37    .49  .303E-01  999.00 999.00 I4 
850326 1729  65.50  33.00   2.45    .90   1.59    .59  .524E-01  999.00 999.00 I4 
850326 1729  75.00  38.00   1.30    .80    .85    .52  .368E-01  999.00 999.00 I4 
850326 1729  86.00  35.00   1.70    .80   1.11    .52  .368E-01  999.00 999.00 I4 
850326 1729  91.00  34.00   1.70    .70   1.11    .46  .247E-01  999.00 999.00 I4 
850326 1729  95.00  32.00   1.50    .90    .98    .59  .524E-01  -30.00  5.00 C2A
850326 1729  26.50  52.00    .90    .75    .59    .49  .303E-01  999.00 999.00 I4 
850326 1729  55.00  53.00   1.50    .90    .98    .59  .524E-01  999.00 999.00 I4 
850326 1729  66.00  45.00   1.50    .80    .98    .52  .368E-01  -25.00   5.00 C2B
850326 1729  71.00  44.00   1.55    .80   1.01    .52  .368E-01  -15.00   3.50 P1A
850326 1729  83.00  48.00   2.20   1.00   1.43    .65  .719E-01  -30.00  10.00 C1E
850326 1729  28.00  58.00   1.45    .90    .94    .59  .524E-01  -30.00   5.00 C2A
850326 1729  44.00  59.00   1.30    .85    .85    .55  .442E-01  -15.00   5.00 P7A
850326 1729  48.00  63.00   1.50   1.00    .98    .65  .719E-01  999.00 999.00 I4 
850326 1729  78.00  55.00   2.20   1.00   1.43    .65  .719E-01  999.00 999.00 I4 
850326 1729  90.00  64.00   1.60   1.00   1.04    .65  .719E-01  -25.00   5.00 C2B
850326 1732  35.00  10.00   1.30    .80    .85    .52  .368E-01  999.00 999.00 I4 
850326 1732  43.00  11.00   1.50    .80    .98    .52  .368E-01  999.00 999.00 I4 
850326 1732  45.00   6.00   1.25    .60    .81    .39  .155E-01  999.00 999.00 I4 
850326 1732  47.00  11.00   2.30    .80   1.50    .52  .368E-01  -25.00   5.00 C2B
850326 1732  47.00  11.00    .80    .80    .52    .52  .368E-01  -15.00   3.50 P1A
850326 1732  51.50   9.50   1.60    .75   1.04    .49  .303E-01  999.00 999.00 I4 
850326 1732  56.00   6.50   2.30   1.10   1.50    .72  .957E-01  -25.00   5.00 C2B
850326 1732  55.00   4.50    .80    .70    .52    .46  .247E-01  -25.00   5.00 C2B
850326 1732  56.50   1.50   1.70    .60   1.11    .39  .155E-01  -30.00  10.00 C1E
850326 1732  59.00   3.00   2.70   1.20   1.76    .78  .124E+00  -15.00   3.50 P1A
850326 1732  62.50   7.00   1.90   1.10   1.24    .72  .957E-01  999.00 999.00 I4 
850326 1732  67.00   4.50   1.70    .90   1.11    .59  .524E-01  999.00 999.00 I4 
850326 1732  73.00   4.50   1.00    .70    .65    .46  .247E-01  999.00 999.00 I4 
850326 1732  76.00  55.00   1.30    .95    .85    .62  .616E-01  999.00 999.00 I4 
850326 1732  78.50   7.00   2.00    .90   1.30    .59  .524E-01  -30.00  10.00 C1E
850326 1732  84.00   7.00    .90    .60    .59    .39  .155E-01  -30.00  10.00 C1E
850326 1732  84.50   7.00    .90    .60    .59    .39  .155E-01  -30.00  10.00 C1E
850326 1732  85.00  12.50   1.30    .70    .85    .46  .247E-01  -25.00   5.00 C2B
850326 1732  89.00   7.00   2.00   1.20   1.30    .78  .124E+00  999.00 999.00 I4 
850326 1732   8.00  25.00   1.10    .55    .72    .36  .120E-01  999.00 999.00 I4 
850326 1732  12.50  25.00   1.20    .40    .78    .26  .460E-02  999.00 999.00 I4 
850326 1732  15.00  26.00   1.50    .90    .98    .59  .524E-01  999.00 999.00 I4 
850326 1732  15.50  24.50    .80    .55    .52    .36  .120E-01  999.00 999.00 I4 
850326 1732  15.00  20.00    .95    .50    .62    .33  .899E-02  -15.00   1.50 I3A
850326 1732  15.50  19.00   1.90    .80   1.24    .52  .368E-01  -15.00   1.50 R3B
850326 1732  12.00  16.00    .90    .55    .59    .36  .120E-01  -25.00   5.00 C2B
850326 1732  20.00  28.00    .80    .45    .52    .29  .655E-02  999.00 999.00 I4 
850326 1732  21.00  22.00   2.35    .90   1.53    .59  .524E-01  -15.00   1.50 R3B
850326 1732  23.50  24.00   1.00    .65    .65    .42  .197E-01  999.00 999.00 I4 
850326 1732  31.00  28.50    .70    .70    .46    .46  .247E-01  -30.00  10.00 C1E
850326 1732  31.00  28.00    .80    .30    .52    .20  .194E-02  999.00 999.00 I4 
850326 1732  31.50  23.00    .85    .55    .55    .36  .120E-01  -25.00   5.00 C2B
850326 1732  30.50  20.50   1.80    .80   1.17    .52  .368E-01  -27.50   2.50 C1C
850326 1732  33.50  16.00   1.20    .70    .78    .46  .247E-01  999.00 999.00 I4 
850326 1732  35.50  16.00    .75    .50    .49    .33  .899E-02  999.00 999.00 I4 
850326 1732  37.00  27.00    .90    .70    .59    .46  .247E-01  -25.00   5.00 C2B
850326 1732  39.00  24.00   1.55    .90   1.01    .59  .524E-01  -30.00   5.00 C2A
850326 1732  39.00  22.00    .90    .57    .59    .37  .133E-01  -25.00   5.00 C2B
850326 1732  38.50  21.00   1.10    .70    .72    .46  .247E-01  -25.00   5.00 C2B
850326 1732  41.00  18.00    .80    .50    .52    .33  .899E-02  -27.50   2.50 C1C
850326 1732  47.00  17.00   1.40    .75    .91    .49  .303E-01  999.00 999.00 I4 
850326 1732  49.00  21.00   1.30    .70    .85    .46  .247E-01  -30.00   5.00 C2A
850326 1732  51.00  20.00   1.30    .70    .85    .46  .247E-01  999.00 999.00 I4 
850326 1732  52.00  19.50   1.20    .70    .78    .46  .247E-01  999.00 999.00 I4 
850326 1732  53.00  18.50    .95    .65    .62    .42  .197E-01  -15.00   3.50 P1A
850326 1732  48.00  25.00   1.10    .60    .72    .39  .155E-01  999.00 999.00 I4 
850326 1732  49.00  26.50   2.00    .90   1.30    .59  .524E-01  -15.00   5.00 P7A
850326 1732  52.00  25.00   2.10    .90   1.37    .59  .524E-01  -15.00   5.00 P7A
850326 1732  55.00  23.50   1.50    .80    .98    .52  .368E-01  999.00 999.00 I4 
850326 1732  55.00  28.00    .65    .60    .42    .39  .155E-01  -30.00  10.00 C1E
850326 1732  56.50  26.00   1.00    .50    .65    .33  .899E-02  999.00 999.00 I4 
850326 1732  57.50  24.00    .65    .50    .42    .33  .899E-02  -25.00   5.00 C2B
850326 1732  61.00  23.50    .65    .45    .42    .29  .655E-02  -30.00  10.00 C1E
850326 1732  64.00  18.00   1.20    .75    .78    .49  .303E-01  999.00 999.00 I4 
850326 1732  64.00  27.50   2.10    .75   1.37    .49  .303E-01  -25.00   5.00 C2B
850326 1732  68.00  27.50   1.15    .75    .75    .49  .303E-01  999.00 999.00 I4 
850326 1732  70.00  27.50   1.90    .80   1.24    .52  .368E-01  999.00 999.00 C2B
850326 1732  70.00  16.00    .90    .70    .59    .46  .247E-01  -25.00   5.00 C2B
850326 1732  74.00  17.00   1.00    .70    .65    .46  .247E-01  -25.00   5.00 C2B
850326 1732  76.50  29.00   1.15    .75    .75    .49  .303E-01  -30.00  10.00 C1E
850326 1732  83.50  20.50   1.60    .70   1.04    .46  .247E-01  -15.00   1.50 I3A
850326 1732  84.50  21.50   1.20    .70    .78    .46  .247E-01  -15.00   1.50 I3A
850326 1732  87.50  24.00   3.10   1.13   2.02    .73  .104E+00  -25.00   5.00 C2B
850326 1732  85.50  17.00   1.00    .60    .65    .39  .155E-01  999.00 999.00 I4 
850326 1732  87.50  17.00   1.80    .90   1.17    .59  .524E-01  999.00 999.00 I4 
850326 1732  88.00  19.00   1.20    .55    .78    .36  .120E-01  999.00 999.00 I4 
850326 1732  89.00  17.50   1.00    .60    .65    .39  .155E-01  999.00 999.00 I4 
850326 1732  94.50  20.00   1.20    .80    .78    .52  .368E-01  999.00 999.00 I4 
850326 1732 100.00  20.00   1.60    .90   1.04    .59  .524E-01  -25.00   5.00 C2B
850326 1732   4.00  37.50   1.00    .75    .65    .49  .303E-01  999.00 999.00 I4 
850326 1732   6.00  36.00    .75    .50    .49    .33  .899E-02  999.00 999.00 I4 
850326 1732   7.50  38.50    .80    .45    .52    .29  .655E-02  999.00 999.00 I4 
850326 1732  15.50  33.50   1.00    .70    .65    .46  .247E-01  -15.00   3.50 P1A
850326 1732  17.00  38.00   2.70    .95   1.76    .62  .616E-01  999.00 999.00 I4 
850326 1732  17.50  32.00    .90    .50    .59    .33  .899E-02  999.00 999.00 I4 
850326 1732  25.00  30.00    .95    .50    .62    .33  .899E-02  -25.00   5.00 C2B
850326 1732  27.00  31.00   1.10    .60    .72    .39  .155E-01  999.00 999.00 I4 
850326 1732  28.00  33.50   1.50    .65    .98    .42  .197E-01  999.00 999.00 I4 
850326 1732  28.00  36.00    .80    .50    .52    .33  .899E-02  999.00 999.00 I4 
850326 1732  40.50  29.00   1.80    .90   1.17    .59  .524E-01  999.00 999.00 I4 
850326 1732  41.00  30.50    .70    .55    .46    .36  .120E-01  999.00 999.00 I4 
850326 1732  41.50  37.00    .70    .30    .46    .20  .194E-02  999.00 999.00 I4 
850326 1732  43.00  33.50   1.30    .50    .85    .33  .899E-02  999.00 999.00 I4 
850326 1732  48.00  30.00    .45    .35    .29    .23  .308E-02  999.00 999.00 I4 
850326 1732  51.00  32.50    .60    .30    .39    .20  .194E-02  -15.00   3.50 P1A
850326 1732  52.00  36.00    .90    .50    .59    .33  .899E-02  999.00 999.00 I4 
850326 1732  53.00  36.00    .70    .50    .46    .33  .899E-02  999.00 999.00 I4 
850326 1732  54.00  32.00    .95    .65    .62    .42  .197E-01  -30.00  10.00 C1E
850326 1732  54.00  30.00   1.10    .65    .72    .42  .197E-01  -15.00   3.50 P1A
850326 1732  55.00  37.00    .80    .60    .52    .39  .155E-01  -25.00   5.00 C2B
850326 1732  61.00  33.50   3.20   1.00   2.08    .65  .719E-01  -15.00   5.00 P7A
850326 1732  61.00  38.00   1.55    .70   1.01    .46  .247E-01  -25.00   5.00 C2B
850326 1732  64.50  39.00   1.95    .70   1.27    .46  .247E-01  -15.00   5.00 P7A
850326 1732  66.00  35.00    .85    .55    .55    .36  .120E-01  999.00 999.00 I4 
850326 1732  71.00  33.00   1.40    .80    .91    .52  .368E-01  -25.00   5.00 C2B
850326 1732  71.00  36.00   2.00   1.00   1.30    .65  .719E-01  -15.00   5.00 P7A
850326 1732  71.00  38.00   2.00    .85   1.30    .55  .442E-01  -15.00   5.00 P7A
850326 1732  73.00  37.00    .90    .45    .59    .29  .655E-02  -15.00   3.50 P1A
850326 1732  76.00  29.00   1.15    .80    .75    .52  .368E-01  -30.00  10.00 C1E
850326 1732  87.50  34.00   2.10    .70   1.37    .46  .247E-01  999.00 999.00 I4 
850326 1732  89.00  30.00   1.40    .70    .91    .46  .247E-01  -22.50   2.50 S1
850326 1732  91.00  36.00   2.00    .60   1.30    .39  .155E-01  999.00 999.00 I4 
850326 1732  94.00  36.00    .90    .50    .59    .33  .899E-02  999.00 999.00 I4 
850326 1732  95.00  35.50   1.00    .50    .65    .33  .899E-02  999.00 999.00 I4 
850326 1732  96.00  38.00   2.35   1.10   1.53    .72  .957E-01  999.00 999.00 I4 
850326 1732  97.00  34.00   1.90    .85   1.24    .55  .442E-01  999.00 999.00 I4 
850326 1732  94.50  32.00    .90    .65    .59    .42  .197E-01  999.00 999.00 I4 
850326 1732   5.50  39.50   1.85   1.00   1.20    .65  .719E-01  999.00 999.00 I4 
850326 1732   6.50  40.50   2.35    .85   1.53    .55  .442E-01  999.00 999.00 I4 
850326 1732  12.50  42.50   1.45    .80    .94    .52  .368E-01  -15.00   5.00 P7A
850326 1732  13.00  46.00    .95    .60    .62    .39  .155E-01  -15.00   5.00 P7A
850326 1732  20.50  44.00   1.50    .80    .98    .52  .368E-01  -25.00   5.00 C2B
850326 1732  23.00  39.50    .60    .30    .39    .20  .194E-02  -25.00   5.00 C2B
850326 1732  25.50  52.00   1.10    .60    .72    .39  .155E-01  -25.00   5.00 C2B
850326 1732  25.50  48.00   2.30    .80   1.50    .52  .368E-01  999.00 999.00 I4 
850326 1732  27.00  43.00   1.60    .85   1.04    .55  .442E-01  -27.50   2.50 C1C
850326 1732  30.50  47.00    .80    .55    .52    .36  .120E-01  -30.00  10.00 C1E
850326 1732  31.50  44.50    .95    .45    .62    .29  .655E-02  999.00 999.00 I4 
850326 1732  31.50  40.00    .90    .50    .59    .33  .899E-02  -30.00  10.00 C1E
850326 1732  33.00  48.50   1.75    .78   1.14    .51  .341E-01  -30.00  10.00 CIE
850326 1732  36.00  46.00   1.55    .85   1.01    .55  .442E-01  -15.00   3.50 P1A
850326 1732  37.50  40.50    .80    .45    .52    .29  .655E-02  999.00 999.00 I4 
850326 1732  38.00  40.00    .95    .50    .62    .33  .899E-02  999.00 999.00 I4 
850326 1732  39.00  45.00   1.35    .65    .88    .42  .197E-01  -25.00   5.00 C2B
850326 1732  40.00  47.00    .75    .65    .49    .42  .197E-01  999.00 999.00 I4 
850326 1732  40.00  44.00   1.90    .82   1.24    .53  .396E-01  -15.00   5.00 P7A
850326 1732  43.00  51.00   1.80    .80   1.17    .52  .368E-01  -15.00   5.00 P7A
850326 1732  44.50  48.00   1.80    .95   1.17    .62  .616E-01  999.00 999.00 I4 
850326 1732  45.50  39.00    .80    .40    .52    .26  .460E-02  -30.00  10.00 C1E
850326 1732  48.50  47.00   1.00    .70    .65    .46  .247E-01  -15.00   5.00 P7A
850326 1732  49.50  42.00    .90    .65    .59    .42  .197E-01  -25.00   5.00 C2B
850326 1732  52.00  42.00   1.30    .75    .85    .49  .303E-01  999.00 999.00 I4 
850326 1732  54.50  42.50    .90    .60    .59    .39  .155E-01  999.00 999.00 I4 
850326 1732  56.50  47.00   3.00   1.00   1.95    .65  .719E-01  -15.00   1.50 P7B
850326 1732  61.50  41.50    .80    .60    .52    .39  .155E-01   27.50   2.50 C1C
850326 1732  62.00  46.50    .50    .35    .33    .23  .308E-02  999.00 999.00 I4 
850326 1732  65.00  52.00    .58    .55    .38    .36  .120E-01  999.00 999.00 I4 
850326 1732  66.00  48.00    .80    .55    .52    .36  .120E-01  -25.00   5.00 C2B
850326 1732  68.50  49.00   1.10    .85    .72    .55  .442E-01  -30.00  10.00 C1E
850326 1732  69.50  42.50    .50    .50    .33    .33  .899E-02  -25.00   5.00 C2B
850326 1732  71.00  52.00   1.50    .75    .98    .49  .303E-01  -25.00   5.00 C2B
850326 1732  71.50  51.00   1.60    .80   1.04    .52  .368E-01  999.00 999.00 I4 
850326 1732  72.00  43.00   1.30    .60    .85    .39  .155E-01  999.00 999.00 I4 
850326 1732  73.50  39.50    .95    .65    .62    .42  .197E-01  -15.00   5.00 P7A
850326 1732  74.00  40.50   1.15    .70    .75    .46  .247E-01  -25.00   5.00 C2B
850326 1732  74.00  42.50   1.00    .50    .65    .33  .899E-02  999.00 999.00 I4 
850326 1732  77.00  43.00   1.25    .40    .81    .26  .460E-02  -15.00   5.00 P7A
850326 1732  77.00  51.50   1.00    .70    .65    .46  .247E-01  999.00 999.00 I4 
850326 1732  78.00  50.50   1.00    .65    .65    .42  .197E-01  -15.00   3.50 P1A
850326 1732  79.00  50.00   2.00    .90   1.30    .59  .524E-01  -15.00   5.00 P7A
850326 1732  79.00  47.00   1.85    .80   1.20    .52  .368E-01  -25.00   5.00 C2B
850326 1732  79.00  41.00   2.30    .90   1.50    .59  .524E-01  -15.00   5.00 P7A
850326 1732  82.00  43.50   1.00    .60    .65    .39  .155E-01  999.00 999.00 I4 
850326 1732  84.50  49.00   1.40    .70    .91    .46  .247E-01  999.00 999.00 I4 
850326 1732  85.50  41.00    .50    .70    .33    .46  .247E-01  999.00 999.00 I4 
850326 1732  85.50  46.50    .80    .70    .52    .46  .247E-01  -30.00  10.00 C1E
850326 1732  86.00  47.00    .70    .55    .46    .36  .120E-01  -30.00  10.00 C1E
850326 1732  89.00  48.00   1.00    .70    .65    .46  .247E-01  -30.00  10.00 C1E
850326 1732  91.00  47.00    .50    .45    .33    .29  .655E-02  -30.00  10.00 C1E
850326 1732  93.00  46.00   1.10    .70    .72    .46  .247E-01  -30.00  10.00 C1E
850326 1732  95.00  45.00   2.10    .95   1.37    .62  .616E-01  999.00 999.00 I4 
850326 1732  98.00  46.00   1.55    .85   1.01    .55  .442E-01  -25.00   5.00 C2B
850326 1732  95.00  40.50   1.15    .70    .75    .46  .247E-01  -30.00  10.00 C1E
850326 1634   7.50   3.50   1.30    .70    .85    .46  .247E-01  999.00 999.00 I4 
850326 1634  23.50   5.00   1.60   1.00   1.04    .65  .719E-01  999.00 999.00 I4 
850326 1634  46.00  13.00   1.10    .80    .72    .52  .368E-01   -5.00   5.00 R3A
850326 1634  51.00   9.50   1.60    .90   1.04    .59  .524E-01  -15.00   1.50 I3B
850326 1634  55.50   8.00    .70    .60    .46    .39  .155E-01  999.00 999.00 I4 
850326 1634  61.00  10.00   1.50    .90    .98    .59  .524E-01  999.00 999.00 I3B
850326 1634  72.50   3.00   1.50    .90    .98    .59  .524E-01  999.00 999.00 R4B
850326 1634  75.00   9.50   1.20    .70    .78    .46  .247E-01  -15.00   1.50 I3B
850326 1634  79.00   4.50   1.00    .65    .65    .42  .197E-01  999.00 999.00 I4 
850326 1634  10.00  11.50    .90    .80    .59    .52  .368E-01  999.00 999.00 I4 
850326 1634  22.50  15.00   1.60    .90   1.04    .59  .524E-01  999.00 999.00 I4 
850326 1634  29.00  21.00   1.10    .65    .72    .42  .197E-01  999.00 999.00 I4 
850326 1634  36.00  25.00   1.20    .65    .78    .42  .197E-01  -15.00   1.50 I3B
850326 1634  37.00  23.00   2.30   1.20   1.50    .78  .124E+00  -15.00   1.50 R3B
850326 1634  41.50  22.50    .90    .80    .59    .52  .368E-01  -15.00   5.00 R4A
850326 1634  44.00  21.50   1.00    .75    .65    .49  .303E-01  -15.00   5.00 R4A
850326 1634  52.00  21.50   1.10    .70    .72    .46  .247E-01  999.00 999.00 I4 
850326 1634  52.00  16.00   1.20    .80    .78    .52  .368E-01  -15.00   1.50 I3B
850326 1634  56.00  15.50   1.60    .85   1.04    .55  .442E-01  -15.00   5.00 R4A
850326 1634  57.00  22.50    .85    .60    .55    .39  .155E-01  999.00 999.00 I4 
850326 1634  23.50  31.00   1.20    .90    .78    .59  .524E-01  -15.00   1.50 R3B
850326 1634  28.00  31.50   1.20    .90    .78    .59  .524E-01  999.00 999.00 I4 
850326 1634  58.00  31.50    .85    .90    .55    .59  .524E-01  -25.00   5.00 CP1A
850326 1634  62.00  38.00    .95    .65    .62    .42  .197E-01  999.00 999.00 I4 
850326 1634  11.50  39.00   3.70   1.20   2.41    .78  .124E+00  -15.00   1.50 R3B
850326 1634  23.00  40.00   1.30    .90    .85    .59  .524E-01  -15.00   1.50 I3B
850326 1634  24.00  45.00   1.60    .90   1.04    .59  .524E-01  -15.00   1.50 I3B
850326 1634  41.00  50.00   1.30    .75    .85    .49  .303E-01  -15.00   1.50 R3B
850326 1634  41.50  42.50   1.50    .90    .98    .59  .524E-01  -15.00   5.00 R4A
850326 1634  63.50  51.00    .80    .65    .52    .42  .197E-01  -15.00   5.00 R4A
850326 1634  69.50  47.50    .90    .70    .59    .46  .247E-01  999.00 999.00 I4 
850326 1634  76.00  42.50   1.15    .80    .75    .52  .368E-01  -15.00   1.50 I3B
850326 1634  15.00  54.00   1.45    .90    .94    .59  .524E-01  -15.00   5.00 R4A
850326 1634  48.00  53.00   2.40    .90   1.56    .59  .524E-01  -15.00   1.50 R3B
850326 1634  58.00  60.50   1.45    .90    .94    .59  .524E-01  -15.00   5.00 R4A
850326 1634  59.50  55.50   1.05    .75    .68    .49  .303E-01  999.00 999.00 I4 
850326 1634  87.50  53.00   2.70    .90   1.76    .59  .524E-01  -15.00   5.00 CP3D
850326 1644   1.00  10.50   1.00    .70    .65    .46  .247E-01  999.00 999.00 I4 
850326 1644   8.50   5.50   2.10    .80   1.37    .52  .368E-01  -15.00   1.50 I3B
850326 1644  12.50   2.50    .80    .60    .52    .39  .155E-01  999.00 999.00 I4 
850326 1644  14.00  11.00   2.00    .80   1.30    .52  .368E-01  -15.00   2.50 P1C
850326 1644  16.50   6.00   1.20    .75    .78    .49  .303E-01  999.00 999.00 I4 
850326 1644  27.50   7.50   1.60    .90   1.04    .59  .524E-01  -15.00   1.50 R3B
850326 1644  34.50   1.00   2.00   1.10   1.30    .72  .957E-01  -15.00   1.50 I3B
850326 1644  37.50   5.00    .90    .55    .59    .36  .120E-01  -15.00   1.50 I3B
850326 1644  38.00   6.00    .90    .70    .59    .46  .247E-01  999.00 999.00 I4 
850326 1644  42.00   1.00   1.40    .90    .91    .59  .524E-01  -15.00   1.50 I3B
850326 1644  43.50   5.00    .60    .60    .39    .39  .155E-01  -25.00   5.00 CP1A
850326 1644  50.00   7.00   1.40   1.00    .91    .65  .719E-01  -25.00   5.00 CP1A
850326 1644  51.50  10.00   2.10   1.10   1.37    .72  .957E-01  -15.00   1.50 R3B
850326 1644  64.50  11.00   1.50    .95    .98    .62  .616E-01  -15.00   1.50 I3B
850326 1644  67.00   8.00   1.50    .85    .98    .55  .442E-01  -15.00   1.50 I3B
850326 1644  69.00   3.00   3.00   1.10   1.95    .72  .957E-01  -15.00   1.50 I3B
850326 1644   4.00  19.50   3.00   1.10   1.95    .72  .957E-01  -15.00   1.50 RP2D
850326 1644   8.50  22.50   1.85    .90   1.20    .59  .524E-01  -15.00   1.50 R2B
850326 1644  12.00  17.50   1.10    .55    .72    .36  .120E-01  -25.00   5.00 CP1B
850326 1644  24.00  24.00    .90    .45    .59    .29  .655E-02  999.00 999.00 I4 
850326 1644  34.00  22.00    .85    .50    .55    .33  .899E-02  -15.00   1.50 I3B
850326 1644  37.50  24.50    .80    .65    .52    .42  .197E-01  -15.00   1.50 R3B
850326 1644  49.50  16.50   1.00    .60    .65    .39  .155E-01  -15.00   5.00 R4A
850326 1644  51.50  16.00    .80    .55    .52    .36  .120E-01  999.00 999.00 I4 
850326 1644  63.00  26.00   3.00   1.10   1.95    .72  .957E-01  -15.00   1.50 I3B
850326 1644  78.00  25.00   1.10    .55    .72    .36  .120E-01  999.00 999.00 I4 
850326 1644   5.50  34.00   2.50    .90   1.63    .59  .524E-01  -15.00   3.50 P2G
850326 1644   7.50  27.00   3.00   1.10   1.95    .72  .957E-01  -15.00   1.50 I3B
850326 1644   9.50  33.50   1.00    .50    .65    .33  .899E-02  -15.00   1.50 R3C
850326 1644  17.50  36.50    .70    .60    .46    .39  .155E-01  -15.00   1.50 I3B
850326 1644  21.00  34.00   2.40    .90   1.56    .59  .524E-01  -15.00   1.50 R3B
850326 1644  21.00  30.00   1.45    .55    .94    .36  .120E-01  -15.00   1.50 I3B
850326 1644  29.00  31.50   1.70    .70   1.11    .46  .247E-01  999.00 999.00 I4 
850326 1644  29.50  33.50   2.00    .50   1.30    .33  .899E-02   27.50   2.50 CP2B
850326 1644  30.00  35.00    .90    .50    .59    .33  .899E-02  -25.00   5.00 CP1B
850326 1644  33.50  36.00    .85    .45    .55    .29  .655E-02  -15.00   1.50 R2B
850326 1644  30.00  35.00   1.20    .70    .78    .46  .247E-01  -27.50   2.50 C1C
850326 1644  34.50  30.00   1.75    .60   1.14    .39  .155E-01  -15.00   2.50 P1C
850326 1644  38.70  28.30    .45    .35    .29    .23  .308E-02  -30.00  10.00 C1E
850326 1644  39.00  32.00   1.35    .85    .88    .55  .442E-01  -25.00   5.00 CP1A
850326 1644  42.00  35.00   1.00    .85    .65    .55  .442E-01  -30.00   5.00 CP2A
850326 1644  45.00  29.00   1.00    .70    .65    .46  .247E-01  -15.00   5.00 CP3D
850326 1644  46.50  31.00    .95    .45    .62    .29  .655E-02   -5.00   1.00 N1B
850326 1644  90.50  31.00   2.60    .90   1.69    .59  .524E-01  -15.00   1.50 I3B
850326 1644  15.00  47.00   1.40    .60    .91    .39  .155E-01  -15.00   5.00 P7A
850326 1644  16.00  45.50    .75    .50    .49    .33  .899E-02  999.00 999.00 I4 
850326 1644  16.00  44.00   1.10    .70    .72    .46  .247E-01  -27.50   2.50 C1C
850326 1644  16.00  39.00    .75    .50    .49    .33  .899E-02  -30.00   5.00 CP2A
850326 1644  17.50  44.00    .65    .45    .42    .29  .655E-02  999.00 999.00 I4 
850326 1644  20.50  49.00   1.40    .70    .91    .46  .247E-01  -15.00   1.50 I3A
850326 1644  22.50  42.50    .70    .30    .46    .20  .194E-02  999.00 999.00 I4 
850326 1644  22.50  41.20    .60    .40    .39    .26  .460E-02   -7.00   1.00 N1C
