ALL SCPP DATA FOR 1986 (winter and fall) AND 1987 (January)

Beginning 861218 @ 10:25, the higher magnification on the sterio microscope was used to
image the ice particles.  Prior to that date, lower magnification was used and the data
quality is inferior.  See Mitchell et al. (1990, JAM).

Note: Confidence rating refers to snow type. From most to least confident => 1, 2, 3. "0" means not applicable.

Temperature of origin refers to the midpoint temperature of the habit regime the ice particle
corresponds to.  Temperature uncertainty indicates the extent of the habit regime (i.e. the
midpoint minus temp. uncertainty to the mean plus temp. uncertainty).

For ice particle shape classification, R- indicates ice particle is rimed; -A means the ice
particle is an aggregate with possibly other less dominant habits present; -F means the ice
particle is an ice crystal fragment; -FA means the ice particle is an aggregate consisting
largely of crystal fragments.  For habit classifications, see Magono and Lee scheme in 
Pruppacher and Klett.

X and Y refer to coordinates on a grid superimposed on a projector screen and were used 
to locate the particle image on a slide.


Date   Time    X     Y      Image  Image  Actual Actual  Mass    Temp.   Temp. Snow  Confidence
                            ice    drop   ice    drop            of    uncert. type  rating
                            length length length length          origin
                            (cm)   (cm)   (mm)   (mm)    (mg)   (deg. C)  (C)

860310 1846  63.00  17.00   2.30   1.00    .92    .40  .166E-01   -7.00   1.00 N2C      2 
860310 1846  70.00  19.00   3.70   2.10   1.48    .84  .154E+00  -15.00   5.00 R3B-A    1 
860310 1846  80.00  12.00   3.20   1.60   1.28    .64  .681E-01  -15.00   5.00 R3B-F    1 
860310 1846  84.50   8.00   1.00    .85    .40    .34  .102E-01  -15.00   5.00 R3B-F    2 
860310 1846  15.00  36.00   1.00    .50    .40    .20  .208E-02  999.00 999.00 I4       0 
860310 1846  19.00  42.00   2.00    .90    .80    .36  .121E-01  999.00 999.00 I4       0 
860310 1846  23.00  40.00   1.70    .95    .68    .38  .143E-01  -15.00   5.00 R3B-F    3 
860310 1846  25.50  26.00   1.40    .85    .56    .34  .102E-01  999.00 999.00 I4       0 
860310 1846  30.50  22.50   3.20   1.35   1.28    .54  .409E-01   -7.00   1.00 N2C      2 
860310 1846  31.50  22.00   2.50   1.35   1.00    .54  .409E-01  -15.00   5.00 P7A      2 
860310 1846  36.00  30.00   1.35   1.00    .54    .40  .166E-01   -7.00   1.00 N2C      2 
860310 1846  36.50  38.00   1.60   1.05    .64    .42  .193E-01   -7.00   1.00 N2C      2 
860310 1846  43.50  21.50   2.30   1.25    .92    .50  .325E-01   -7.00   1.00 N2C      1 
860310 1846  45.00  31.50   1.95    .95    .78    .38  .143E-01   -7.00   1.00 N2C      2 
860310 1846  50.00  33.50   1.55   1.25    .62    .50  .325E-01  -15.00   5.00 P7A      2 
860310 1846  51.00  29.00   3.50   1.15   1.40    .46  .253E-01   -7.00   1.00 R-N1E    3 
860310 1846  52.50  36.00    .90    .75    .36    .30  .702E-02   -7.00   1.00 N1E      1 
860310 1846  55.00  23.00   1.15    .95    .46    .38  .143E-01   -7.00   1.00 N1E      1 
860310 1846  56.00  31.00   1.80   1.15    .72    .46  .253E-01   -7.00   1.00 N1E      1 
860310 1846  57.00  27.00   1.60   1.15    .64    .46  .253E-01   -7.00   1.00 N1E      2 
860310 1846  60.00  33.50   1.70   1.10    .68    .44  .221E-01   -7.00   1.00 N1E      2 
860310 1846  66.00  24.00   1.50   1.30    .60    .52  .365E-01  -15.00   5.00 R3B-F    2 
860310 1846  68.00  24.50   2.40   1.70    .96    .68  .817E-01  -15.00   5.00 R3B      1 
860310 1846  71.00  30.50   1.25    .90    .50    .36  .121E-01  -30.00  10.00 C1E      2 
860310 1846  72.50  39.00   1.30    .80    .52    .32  .851E-02  999.00 999.00 I4       0 
860310 1846  90.00  22.00   2.10   1.05    .84    .42  .193E-01  -15.00   5.00 R3B-F    2 
860310 1846  91.00  20.00   2.00    .90    .80    .36  .121E-01  -15.00   5.00 R3B-F    2 
860310 1846  91.50  29.00   1.00    .65    .40    .26  .457E-02   -7.00   1.00 N2C      2 
860310 1846  93.50  34.00   1.60    .95    .64    .38  .143E-01  999.00 999.00 R4B      0 
860310 1846  94.50  23.00   1.00    .65    .40    .26  .457E-02  999.00 999.00 I4       0 
860310 1846   7.50  60.00   2.50   1.40   1.00    .56  .456E-01   -7.00   1.00 R-N1E    2 
860310 1846   9.00  52.00   2.80   1.20   1.12    .48  .287E-01  -15.00   5.00 R3B      2 
860310 1846   9.00  62.00   2.30   1.00    .92    .40  .166E-01   -7.00   1.00 N2C      2 
860310 1846  13.00  46.00   2.10    .90    .84    .36  .121E-01   -7.00   1.00 N2C      2 
860310 1846  14.50  58.00   3.00   1.40   1.20    .56  .456E-01   -7.00   1.00 R-N2C    2 
860310 1846  19.00  56.00   1.20    .85    .48    .34  .102E-01   -7.00   1.00 N1E      1 
860310 1846  20.00  45.00   1.70   1.00    .68    .40  .166E-01  999.00 999.00 R4B      0 
860310 1846  24.00  45.50   2.80   1.20   1.12    .48  .287E-01  999.00 999.00 I4       0 
860310 1846  24.50  47.50   3.70   1.50   1.48    .60  .561E-01   -7.00   1.00 R-N2C    3 
860310 1846  28.00  53.50   1.90   1.10    .76    .44  .221E-01   -7.00   1.00 N2C      2 
860310 1846  33.50  49.50   1.30    .90    .52    .36  .121E-01  -30.00  10.00 C1E      2 
860310 1846  35.00  52.00   2.30   1.10    .92    .44  .221E-01  -15.00   5.00 R3B-F    2 
860310 1846  36.50  45.00   1.60   1.10    .64    .44  .221E-01  -15.00   5.00 R3B-F    3 
860310 1846  37.00  52.00   1.40    .70    .56    .28  .570E-02   -7.00   1.00 N2C      2 
860310 1846  37.50  59.50   2.80    .80   1.12    .32  .851E-02   -5.00   1.00 N1A      2 
860310 1846  38.00  55.00   1.90   1.25    .76    .50  .325E-01  999.00 999.00 R4B      0 
860310 1846  39.00  48.00   3.10   1.40   1.24    .56  .456E-01  -15.00   5.00 R3B-FA   1 
860310 1846  42.00  52.00   1.10    .80    .44    .32  .851E-02  -15.00   5.00 R3B-F    2 
860310 1846  46.00  62.00   2.60   1.50   1.04    .60  .561E-01  -15.00   5.00 R3B-F    1 
860310 1846  59.00  58.00   3.90   1.50   1.56    .60  .561E-01  -15.00   5.00 R3B-FA   2 
860310 1846  68.50  54.00   1.80   1.15    .72    .46  .253E-01  -15.00   5.00 R3B-FA   2 
860310 1846  68.50  60.00   1.70    .90    .68    .36  .121E-01  -15.00   5.00 R3B-F    2 
860310 1846  69.50  58.00    .95    .70    .38    .28  .570E-02  999.00 999.00 I4       0 
860310 1846  70.50  60.00   1.10    .60    .44    .24  .359E-02  999.00 999.00 I4       0 
860310 1846  77.00  61.00   1.25    .80    .50    .32  .851E-02  999.00 999.00 I4       0 
860310 1846  78.50  45.50   1.80   1.00    .72    .40  .166E-01  999.00 999.00 R4B      0 
860310 1846  79.50  55.00   1.50    .80    .60    .32  .851E-02  -15.00   5.00 R3B-F    3 
860310 1846  81.00  63.50   2.30    .95    .92    .38  .143E-01   -7.00   1.00 R-N2C    2 
860310 1846  81.00  44.00   1.70   1.10    .68    .44  .221E-01  999.00 999.00 I4       0 
860310 1846  82.00  48.00   1.90    .65    .76    .26  .457E-02  -15.00   1.50 P1E-F    2 
860310 1846  88.00  46.00   1.50    .85    .60    .34  .102E-01  -30.00  10.00 C1E      1 
860310 1846  89.00  64.00   5.20   1.50   2.07    .60  .561E-01   -7.00   1.00 N2C      2 
860310 1901   1.00   3.00   2.70   1.30   1.08    .52  .365E-01  999.00 999.00 I4       0 
860310 1901   4.00  14.00   1.10    .90    .44    .36  .121E-01  999.00 999.00 I4       0 
860310 1901  33.00  22.00   4.30   2.00   1.72    .80  .133E+00  -15.00   3.50 P2F-A    2 
860310 1901  38.00  20.00   1.40   1.40    .56    .56  .456E-01  -15.00   3.50 P2F      2 
860310 1901  41.00   8.00   1.50   1.10    .60    .44  .221E-01  -15.00   5.00 P7A      3 
860310 1901  44.00   3.00   2.10   1.80    .84    .72  .970E-01  999.00 999.00 I4       0 
860310 1901  50.00  13.00   2.80   2.00   1.12    .80  .133E+00  -15.00   5.00 P7A-A    2 
860310 1901  52.00  14.00   2.50   2.10   1.00    .84  .154E+00   -7.00   1.00 N2C      2 
860310 1901  66.00  22.00   2.00   1.10    .80    .44  .221E-01  -30.00  10.00 C1E      2 
860310 1901  70.00  19.00   3.50   1.90   1.40    .76  .114E+00   -7.00   1.00 R-N2C    1 
860310 1901  87.00  15.00   2.50   1.50   1.00    .60  .561E-01   -7.00   1.00 N2C      2 
860310 1901  90.00  22.00   2.60   1.90   1.04    .76  .114E+00  -15.00   5.00 R3B-F    3 
860310 1901  23.00  46.00   2.50   1.50   1.00    .60  .561E-01  -25.00   5.00 C2B      3 
860310 1901  35.00  35.00   3.90   1.90   1.56    .76  .114E+00   -7.00   1.00 N2C      2 
860310 1901  42.00  35.00   5.10   4.30   2.03   1.72  .132E+01   -7.00   1.00 R-N2C    2 
860310 1901  57.00  24.00   1.30   1.10    .52    .44  .221E-01  -25.00   5.00 C2B      2 
860310 1901  58.00  40.00   1.50   1.00    .60    .40  .166E-01   -7.00   1.00 N1E      1 
860310 1901  62.00  37.00    .90    .70    .36    .28  .570E-02  999.00 999.00 I4       0 
860310 1901  62.00  25.00   1.80    .80    .72    .32  .851E-02   -7.00   1.00 N1E      1 
860310 1901  64.00  33.00   2.10   1.20    .84    .48  .287E-01   -7.00   1.00 N2C      1 
860310 1901  66.00  27.00   2.70   1.20   1.08    .48  .287E-01   -7.00   1.00 N2C      1 
860310 1901  68.00  36.00   1.40   1.10    .56    .44  .221E-01  999.00 999.00 I4       0 
860310 1901  69.00  30.00   1.40   1.00    .56    .40  .166E-01   -7.00   1.00 N2C      3 
860310 1901  70.00  27.00   1.40   1.00    .56    .40  .166E-01  -25.00   5.00 CP1A     2 
860310 1901  70.00  40.00   7.80   3.90   3.11   1.56  .986E+00  -15.00   5.00 P7A-A    2 
860310 1901  73.00  25.00   1.00    .90    .40    .36  .121E-01  -15.00   3.50 P1A      2 
860310 1901  73.00  43.00   3.90   2.20   1.56    .88  .177E+00   -7.00   1.00 N2C      1 
860310 1901  74.00  40.00   2.10   1.50    .84    .60  .561E-01   -7.00   1.00 N2C      1 
860310 1901  80.00  45.00   2.70   1.40   1.08    .56  .456E-01   -7.00   1.00 N2C      2 
860310 1901  81.00  47.00   2.20   1.30    .88    .52  .365E-01   -7.00   1.00 N2C      2 
860310 1901  85.00  46.00   3.70   1.80   1.48    .72  .970E-01  -15.00   5.00 R3B-A    3 
860310 1901  85.00  29.00   2.60   1.90   1.04    .76  .114E+00   -7.00   1.00 R-N2C    2 
860310 1901  85.00  27.00   1.70   1.20    .68    .48  .287E-01   -7.00   1.00 N1E      2 
860310 1901  91.00  43.00   4.50   2.40   1.80    .96  .230E+00  -15.00   5.00 R3B-FA   2 
860310 1901  93.00  46.00   4.80   4.10   1.92   1.64  .115E+01   -7.00   1.00 R-N2C    1 
860310 1901  94.00  29.00   6.90   2.30   2.75    .92  .202E+00   -7.00   1.00 R-N2C    1 
860310 1901  97.00  31.00   3.40   2.50   1.36   1.00  .260E+00   -7.00   1.00 R-N2C    1 
860310 1901  98.00  28.00   1.30   1.20    .52    .48  .287E-01   -7.00   1.00 R-N2C    3 
860310 1901  98.00  39.00   1.80   1.50    .72    .60  .561E-01   -7.00   1.00 R-N1E    1 
860310 1901  83.00  61.00   2.90   1.80   1.16    .72  .970E-01  -25.00   5.00 C2B      2 
860310 1901  95.00  55.00  15.50   6.80   6.18   2.71  .523E+01  -15.00   5.00 R3B-FA   1 
860310 1915   5.00  16.00  10.50   2.90   4.19   1.16  .406E+00  -15.00   1.50 R-P1E    1 
860310 1915  41.00  14.00   3.10   1.10   1.24    .44  .221E-01   -5.00   1.00 N2A      2 
860310 1915  42.00  17.00   9.80   2.44   3.91    .97  .242E+00  -15.00   5.00 R3B-A    2 
860310 1915  45.00  14.00   1.70   1.10    .68    .44  .221E-01  -25.00   5.00 R-CP1A   1 
860310 1915  50.00  16.00   3.10   1.04   1.24    .41  .187E-01   -7.00   1.00 N2C      1 
860310 1915  52.00  20.00   1.70   1.10    .68    .44  .221E-01  -25.00   5.00 R-CP1A   1 
860310 1915  77.00   8.00   2.00   1.20    .80    .48  .287E-01  -15.00   5.00 R3B-F    2 
860310 1915  81.00  19.00   1.50   1.00    .60    .40  .166E-01  -30.00  10.00 C1E      1 
860310 1915  82.00   8.00   2.00   1.00    .80    .40  .166E-01  999.00 999.00 I4       0 
860310 1915  91.00  16.00  12.20   2.93   4.87   1.17  .418E+00  -15.00   5.00 R3B-FA   1 
860310 1915  94.00   7.00   1.90    .50    .76    .20  .208E-02  999.00 999.00 I4       0 
860310 1915  95.00  13.00   6.50   1.96   2.59    .78  .125E+00  -15.00   5.00 R3B-FA   1 
860310 1915  98.00   7.00   2.30   1.25    .92    .50  .325E-01  -15.00   5.00 R3B-F    3 
860310 1915  99.00  11.00   3.50   1.20   1.40    .48  .287E-01  -25.00   5.00 C2B-A    2 
860310 1915  14.00  38.00   1.70   1.25    .68    .50  .325E-01  -25.00   5.00 C2B      2 
860310 1915  17.00  36.00   1.30   1.00    .52    .40  .166E-01  999.00 999.00 I4       0 
860310 1915  31.00  42.00   1.80    .95    .72    .38  .143E-01  -25.00   5.00 C2B      2 
860310 1915  53.00  35.00   3.10   1.40   1.24    .56  .456E-01  -15.00   1.50 P2A-A    1 
860310 1915  61.00  37.00   1.90   1.30    .76    .52  .365E-01  -25.00   5.00 C2B      3 
860310 1915  62.00  28.00   4.80   1.60   1.92    .64  .681E-01  -15.00   5.00 R3B-FA   2 
860310 1915  65.00  47.00   3.00   1.30   1.20    .52  .365E-01  -15.00   1.50 R-P1E-F  1 
860310 1915  70.00  46.00   3.50   1.50   1.40    .60  .561E-01   -7.00   1.00 N2C      2 
860310 1915  76.00  37.00   3.50   1.40   1.40    .56  .456E-01  -15.00   5.00 R3B-FA   3 
860310 1915  81.00  27.00   2.20    .80    .88    .32  .851E-02  -15.00   5.00 R3B-F    3 
860310 1915  82.00  48.00   2.30    .85    .92    .34  .102E-01  -15.00   2.50 P1C      2 
860310 1915  98.00  27.00   1.50   1.00    .60    .40  .166E-01  -25.00   5.00 C2B      1 
860310 1915  95.00  34.00   1.40    .80    .56    .32  .851E-02  -15.00   2.50 P1C-F    2 
860310 1915  19.00  57.00   1.80   1.00    .72    .40  .166E-01  -30.00  10.00 C1E      3 
860310 1915  31.00  58.00   1.20    .90    .48    .36  .121E-01  -25.00   5.00 C2B      1 
860310 1915  32.00  54.00   2.00   1.20    .80    .48  .287E-01  -25.00   5.00 C2B      2 
860310 1915  34.00  51.00    .80    .80    .32    .32  .851E-02  -30.00  10.00 C1E      2 
860310 1915  43.00  67.00   1.50   1.00    .60    .40  .166E-01   -7.00   1.00 N1E      2 
860310 1915  49.00  53.00   2.50   1.40   1.00    .56  .456E-01   -7.00   1.00 N2C      1 
860310 1915  50.00  61.00   2.50   1.40   1.00    .56  .456E-01   -7.00   1.00 N2C      2 
860310 1915  53.00  58.00   2.80   1.60   1.12    .64  .681E-01  999.00 999.00 I4       0 
860310 1915  54.00  52.00   1.60   1.10    .64    .44  .221E-01   -7.00   1.00 N1E      2 
860310 1915  62.00  55.00   1.20    .70    .48    .28  .570E-02  -30.00  10.00 C1E      3 
860310 1915  67.00  66.00   7.10   2.14   2.83    .85  .163E+00  -15.00   5.00 R3B-FA   1 
860310 1915  75.00  54.00   5.50   1.65   2.19    .66  .747E-01  -15.00   5.00 R3B-FA   2 
860310 1915  80.00  62.00   2.30   1.10    .92    .44  .221E-01  999.00 999.00 I4       0 
860310 1915  81.00  51.00   1.60   1.00    .64    .40  .166E-01  999.00 999.00 I4       0 
860310 1915  86.00  50.00   1.50    .90    .60    .36  .121E-01  -30.00  10.00 R-C1E    2 
860310 1915  94.00  62.00   1.00    .70    .40    .28  .570E-02  -30.00  10.00 C1E      2 
860310 1915  96.00  61.00   1.10    .80    .44    .32  .851E-02  -27.50   2.50 C1C      3 
860310 1930   1.00  22.00   1.30   1.00    .52    .40  .166E-01  -30.00  10.00 R-C1E    3 
860310 1930   2.00  15.00   2.30   1.05    .92    .42  .193E-01  -25.00   5.00 C2B      2 
860310 1930   2.00  13.00   1.90   1.70    .76    .68  .817E-01  -25.00   5.00 C2B      2 
860310 1930   6.00  12.00   1.50    .80    .60    .32  .851E-02  -25.00   5.00 C2B      2 
860310 1930  16.00  16.00   1.60    .70    .64    .28  .570E-02  -25.00   5.00 C1F      3 
860310 1930  32.00   9.00   1.10   1.00    .44    .40  .166E-01  -25.00   5.00 C2B      2 
860310 1930  43.00  19.00   2.10   1.20    .84    .48  .287E-01  -15.00   5.00 R3B-F    1 
860310 1930  72.00  13.00   2.00   1.00    .80    .40  .166E-01  999.00 999.00 I4       0 
860310 1930  73.00  23.00   1.20    .95    .48    .38  .143E-01  -30.00  10.00 R-C1E    2 
860310 1930  75.00  20.00   1.40    .90    .56    .36  .121E-01  -25.00   5.00 C2B      1 
860310 1930  77.00  10.00   1.50    .80    .60    .32  .851E-02  -15.00   3.50 P2F      2 
860310 1930  94.00   6.00   4.10   1.60   1.64    .64  .681E-01  -15.00   5.00 R3B-F    1 
860310 1930  99.00   7.00   4.20   1.10   1.68    .44  .221E-01  -15.00   5.00 R3B-FA   2 
860310 1930  13.00  46.00   2.80   1.10   1.12    .44  .221E-01  -25.00   5.00 R-C2B-A  2 
860310 1930  23.00  38.00   1.50   1.00    .60    .40  .166E-01  -25.00   5.00 R-C2B    1 
860310 1930  37.00  24.00   1.30    .90    .52    .36  .121E-01  -25.00   5.00 C2B      2 
860310 1930  57.00  25.00   2.40   1.25    .96    .50  .325E-01  -15.00   5.00 P7A      2 
860310 1930  58.00  44.00   4.40   2.70   1.76   1.08  .327E+00  -15.00   5.00 R3B-A    1 
860310 1930  60.00  44.00   1.20    .75    .48    .30  .702E-02  -15.00   5.00 R3B-F    2 
860310 1930  63.00  41.00   2.30   1.80    .92    .72  .970E-01   -7.00   1.00 N2C      2 
860310 1930  68.00  25.00   1.70   1.20    .68    .48  .287E-01  -15.00   5.00 P7A      3 
860310 1930  68.00  36.00   2.40   1.40    .96    .56  .456E-01   -7.00   1.00 N2C      1 
860310 1930  71.00  41.00   4.60   1.60   1.84    .64  .681E-01   -7.00   1.00 N2C      1 
860310 1930  71.00  30.00   1.00    .70    .40    .28  .570E-02  -25.00   5.00 C2B      3 
860310 1930  90.00  41.00   1.50    .60    .60    .24  .359E-02  999.00 999.00 I4       0 
860310 1930  96.00  26.00   1.40    .70    .56    .28  .570E-02  999.00 999.00 I4       0 
860310 1930  95.00  37.00   1.90    .95    .76    .38  .143E-01  -15.00   5.00 R3B-F    2 
860310 1930  96.00  41.00   1.60    .60    .64    .24  .359E-02  999.00 999.00 I4       0 
860310 1930   6.00  49.00   1.50    .70    .60    .28  .570E-02  999.00 999.00 I4       0 
860310 1930   8.00  56.00   2.60   1.10   1.04    .44  .221E-01  -25.00   5.00 R-C2B    3 
860310 1930  10.00  56.00   1.00    .50    .40    .20  .208E-02  -30.00  10.00 R-C1E    2 
860310 1930  18.00  57.00   1.60   1.00    .64    .40  .166E-01  -25.00   5.00 C2B      2 
860310 1930  20.00  64.00   1.70    .85    .68    .34  .102E-01  -25.00   5.00 C2B      1 
860310 1930  22.00  50.00   2.20    .95    .88    .38  .143E-01  999.00 999.00 I4       0 
860310 1930  34.00  61.00   1.20    .80    .48    .32  .851E-02  -30.00  10.00 C1E      3 
860310 1930  36.00  48.00   1.10    .70    .44    .28  .570E-02  -30.00  10.00 C1E      2 
860310 1930  41.00  55.00   2.10   1.10    .84    .44  .221E-01  -15.00   5.00 R3B      2 
860310 1930  71.00  54.00   2.90   1.60   1.16    .64  .681E-01  -25.00   5.00 C2B      1 
860310 1930  73.00  54.00   1.30   1.10    .52    .44  .221E-01  -25.00   5.00 R-C2B    2 
860310 1930  74.00  60.00   1.00   1.00    .40    .40  .166E-01  -25.00   5.00 C2B      1 
860310 1930  75.00  57.00   2.50   1.70   1.00    .68  .817E-01  -25.00   5.00 R-C2B    2 
860310 1930  82.00  49.00   2.10    .90    .84    .36  .121E-01   -7.00   1.00 N2C      2 
860310 1930  89.00  53.00   1.50   1.00    .60    .40  .166E-01  -30.00  10.00 R-C1E    2 
860310 1945    .00  17.00   1.45   1.20    .58    .48  .287E-01  999.00 999.00 I4       0 
860310 1945   5.00   8.00   2.50   1.10   1.00    .44  .221E-01  999.00 999.00 I4       0 
860310 1945   4.00   7.00   2.60   1.50   1.04    .60  .561E-01  -15.00   5.00 R3B-F    3 
860310 1945   5.00   6.00   1.70    .80    .68    .32  .851E-02  999.00 999.00 I4       0 
860310 1945   7.00   2.00   2.10   1.20    .84    .48  .287E-01  -15.00   5.00 R3B-F    3 
860310 1945  13.00   7.00   1.90   1.10    .76    .44  .221E-01  -25.00   5.00 C2B      2 
860310 1945  19.00  18.00   2.40   1.30    .96    .52  .365E-01  -15.00   5.00 R3B      2 
860310 1945  19.00  22.00   1.70   1.10    .68    .44  .221E-01  -25.00   5.00 R-C2B    3 
860310 1945  40.00  14.00   1.30   1.00    .52    .40  .166E-01  -25.00   5.00 C2B      2 
860310 1945  42.00  10.00   1.20   1.10    .48    .44  .221E-01  -25.00   5.00 C2B      2 
860310 1945  75.00   2.00   1.90   1.40    .76    .56  .456E-01  999.00 999.00 I4       0 
860310 1945  80.00  11.00   1.10   1.00    .44    .40  .166E-01  999.00 999.00 I4       0 
860310 1945  93.00  10.00   1.40   1.10    .56    .44  .221E-01  -30.00  10.00 R-C1E    2 
860310 1945  12.00  44.00   2.80   1.80   1.12    .72  .970E-01  -25.00   5.00 C2B      2 
860310 1945  27.00  30.00   1.30   1.05    .52    .42  .193E-01  999.00 999.00 I4       0 
860310 1945  28.00  28.00   1.40   1.15    .56    .46  .253E-01  -25.00   5.00 C2B      2 
860310 1945  48.00  30.00   7.50   3.90   2.99   1.56  .986E+00  -25.00   5.00 R-C2B-A  2 
860310 1945  49.00  24.00   3.40   1.40   1.36    .56  .456E-01  -25.00   5.00 R-C2B    2 
860310 1945  51.00  27.00   2.00   1.20    .80    .48  .287E-01  -15.00   5.00 R3B-F    3 
860310 1945  52.00  29.00   4.10   1.70   1.64    .68  .817E-01  -15.00   5.00 R3B-FA   2 
860310 1945  52.00  28.00   1.70    .90    .68    .36  .121E-01  -25.00   5.00 C2B      2 
860310 1945  56.00  25.00   1.70    .70    .68    .28  .570E-02  -25.00   5.00 C2B      3 
860310 1945  56.00  44.00   2.20   1.60    .88    .64  .681E-01  -15.00   5.00 P7A-A    3 
860310 1945  58.00  43.00   4.30   2.10   1.72    .84  .154E+00  -25.00   5.00 C2B-A    3 
860310 1945  60.00  32.00   3.30   1.52   1.32    .61  .584E-01  -15.00   5.00 P7A-A    2 
860310 1945  62.00  47.00   3.20   1.90   1.28    .76  .114E+00  -25.00   5.00 R-C2B    2 
860310 1945  62.00  44.00   1.30   1.00    .52    .40  .166E-01  999.00 999.00 I4       0 
860310 1945  64.00  24.00   1.80   1.40    .72    .56  .456E-01  -15.00   5.00 R3B-A    3 
860310 1945  69.00  38.00   5.20   2.11   2.07    .84  .156E+00  -25.00   5.00 R-C2B    2 
860310 1945  71.00  45.00   2.40    .98    .96    .39  .157E-01  999.00 999.00 I4       0 
860310 1945  72.00  39.00   3.40   1.40   1.36    .56  .456E-01  -25.00   5.00 R-C2B    2 
860310 1945  73.00  34.00   1.40   1.15    .56    .46  .253E-01  -25.00   5.00 R-C2B    2 
860310 1945  80.00  23.00   2.10   1.30    .84    .52  .365E-01  -25.00   5.00 R-C2B    2 
860310 1945  94.00  23.00   3.00    .98   1.20    .39  .157E-01  999.00 999.00 I4       0 
860310 1945  45.00  55.00   3.40   1.50   1.36    .60  .561E-01  -15.00   3.50 P2E      1 
860310 1945  58.00  59.00   1.40   1.20    .56    .48  .287E-01  999.00 999.00 I4       0 
860310 1945  64.00  61.00   2.60   1.50   1.04    .60  .561E-01  -30.00  10.00 C1E      3 
860310 1945  76.00  54.00   1.50   1.10    .60    .44  .221E-01  -25.00   5.00 C2B      2 
860310 1945  82.00  50.00   2.50   1.45   1.00    .58  .507E-01  -25.00   5.00 R-C2B    2 
860310 1945  85.00  64.00   1.00   1.10    .40    .44  .221E-01  -25.00   5.00 R-C2B    3 
860310 1945  68.00  19.00   1.60   1.20    .64    .48  .287E-01  -25.00   5.00 C2B      3 
860310 2000  14.00  11.00   1.40    .95    .56    .38  .143E-01  -30.00  10.00 C1E      2 
860310 2000  15.00  17.00   7.25   2.60   2.89   1.04  .292E+00  -15.00   2.50 P1C-A    1 
860310 2000  19.00  16.00   1.30   1.00    .52    .40  .166E-01  -25.00   5.00 C2B      3 
860310 2000  29.00   1.00   2.50    .65   1.00    .26  .457E-02  999.00 999.00 I4       0 
860310 2000  29.00   4.00   1.50   1.00    .60    .40  .166E-01  999.00 999.00 I4       0 
860310 2000  30.00  15.00   2.00   1.10    .80    .44  .221E-01  999.00 999.00 I4       0 
860310 2000  50.00  19.00   1.10   1.00    .44    .40  .166E-01  -15.00   5.00 R3B-F    3 
860310 2000  51.00  14.00   1.30   1.00    .52    .40  .166E-01  -15.00   5.00 R3B-F    3 
860310 2000  53.00   6.00   2.90   1.25   1.16    .50  .325E-01  -15.00   5.00 R3B-F    3 
860310 2000  57.00  16.00   1.40   1.05    .56    .42  .193E-01  999.00 999.00 I4       0 
860310 2000  64.00   3.00   1.40   1.20    .56    .48  .287E-01  999.00 999.00 I4       0 
860310 2000  66.00  12.00   1.20   1.10    .48    .44  .221E-01  -30.00  10.00 C1E      2 
860310 2000  70.00   3.00   4.10   1.70   1.64    .68  .817E-01  -15.00   5.00 R3B-FA   2 
860310 2000  71.00  11.00   1.40   1.10    .56    .44  .221E-01  -30.00  10.00 R-C1E    3 
860310 2000  73.00  21.00   2.10   1.10    .84    .44  .221E-01  -15.00   5.00 R3B-F    2 
860310 2000  74.00  19.00   1.10   1.00    .44    .40  .166E-01  -25.00   5.00 C2B      2 
860310 2000  77.00  21.00   8.50   3.15   3.39   1.26  .520E+00  -15.00   5.00 R3B-F    1 
860310 2000   1.00  39.00   3.00   1.05   1.20    .42  .193E-01  -15.00   2.50 P1C-F    2 
860310 2000   6.00  31.00   6.60   2.80   2.63   1.12  .365E+00  -15.00   5.00 R3B-A    2 
860310 2000  11.00  37.00   2.70   1.35   1.08    .54  .409E-01  -15.00   5.00 R-P7A    3 
860310 2000  11.00  28.00    .80    .90    .32    .36  .121E-01  -30.00  10.00 C1E      2 
860310 2000  28.00  29.00   2.60    .95   1.04    .38  .143E-01  -25.00   5.00 C2B      2 
860310 2000  40.00  35.00   1.90   1.35    .76    .54  .409E-01  -25.00   5.00 C2B      3 
860310 2000  59.00  37.00   3.20   1.70   1.28    .68  .817E-01  -15.00   2.50 P1C-F    1 
860310 2000  62.00  28.00   2.50   1.80   1.00    .72  .970E-01  -15.00   5.00 R3B-F    2 
860310 2000  72.00  27.00   8.50   2.80   3.39   1.12  .365E+00  -15.00   1.50 R-P1E-A  1 
860310 2000  92.00  23.00   2.30   1.80    .92    .72  .970E-01  -15.00   5.00 R3B-F    3 
860310 2000   2.00  51.00   1.00    .70    .40    .28  .570E-02  999.00 999.00 I4       0 
860310 2000   8.00  64.00   3.40   1.80   1.36    .72  .970E-01  -15.00   5.00 R3B-F    2 
860310 2000  45.00  55.00   1.40   1.20    .56    .48  .287E-01  -30.00  10.00 R-C1E    3 
860310 2000  47.00  61.00   3.70   1.50   1.48    .60  .561E-01   -7.00   1.00 R-N2C    2 
860310 2000  55.00  51.00   2.00   1.40    .80    .56  .456E-01  -25.00   5.00 C2B      2 
860310 2016  23.00  23.00   1.40   1.30    .56    .52  .365E-01  999.00 999.00 I4       0 
860310 2016  35.00   5.00   4.60   1.51   1.84    .60  .573E-01  -15.00   5.00 R3B-FA   2 
