ALL SCPP DATA FOR 1986 (winter and fall) AND 1987 (January)

Beginning 861218 @ 10:25, the higher magnification on the sterio microscope was used to
image the ice particles.  Prior to that date, lower magnification was used and the data
quality is inferior.  See Mitchell et al. (1990, JAM).

Note: Confidence rating refers to snow type. From most to least confident => 1, 2, 3. "0" means not applicable.

Temperature of origin refers to the midpoint temperature of the habit regime the ice particle
corresponds to.  Temperature uncertainty indicates the extent of the habit regime (i.e. the
midpoint minus temp. uncertainty to the mean plus temp. uncertainty).

For ice particle shape classification, R- indicates ice particle is rimed; -A means the ice
particle is an aggregate with possibly other less dominant habits present; -F means the ice
particle is an ice crystal fragment; -FA means the ice particle is an aggregate consisting
largely of crystal fragments.  For habit classifications, see Magono and Lee scheme in 
Pruppacher and Klett.

X and Y refer to coordinates on a grid superimposed on a projector screen and were used 
to locate the particle image on a slide.


Date   Time    X     Y      Image  Image  Actual Actual  Mass    Temp.   Temp. Snow  Confidence
                            ice    drop   ice    drop            of    uncert. type  rating
                            length length length length          origin
                            (cm)   (cm)   (mm)   (mm)    (mg)   (deg. C)  (C)

860203 2315   4.00  39.50   1.40    .70    .56    .28  .570E-02   -7.00   1.00 N2C      3 
860203 2315  11.00  35.00   1.50    .85    .60    .34  .102E-01   -7.00   1.00 N2C      3 
860203 2315  16.00  38.00   2.00    .95    .80    .38  .143E-01  -15.00   2.50 R3B-F    3 
860203 2315  32.00  31.00   1.60    .95    .64    .38  .143E-01  -15.00   5.00 P7A      3 
860203 2315  34.00  32.00   1.40    .95    .56    .38  .143E-01  999.00 999.00 I4       0 
860203 2315  35.00  37.00   1.70   1.00    .68    .40  .166E-01  -15.00   3.50 R-P1A    3 
860203 2315  35.00  42.00   1.35    .95    .54    .38  .143E-01   -7.00   1.00 N2C      1 
860203 2315  38.00  29.50   1.20    .85    .48    .34  .102E-01  -15.00   5.00 P7A      3 
860203 2315  43.00  41.00   1.00    .75    .40    .30  .702E-02   -7.00   1.00 N2C      3 
860203 2315  66.00  34.00   1.50    .80    .60    .32  .851E-02  -25.00   5.00 C2B      2 
860203 2315  74.00  31.00   2.70   1.20   1.08    .48  .287E-01  -15.00   2.50 R3B-F    2 
860203 2315  83.00  39.50   2.15   1.00    .86    .40  .166E-01   -7.00   1.00 R-N2C    2 
860203 2315  94.00  31.00   1.50    .90    .60    .36  .121E-01  999.00 999.00 I4       0 
860203 2315  96.00  33.00   1.15    .75    .46    .30  .702E-02  999.00 999.00 I4       0 
860203 2315  19.50  65.00   1.70    .90    .68    .36  .121E-01   -7.00   1.00 N2C      2 
860203 2315  35.00  65.00   1.75   1.10    .70    .44  .221E-01  999.00 999.00 I4       0 
860203 2315  45.00  47.50   1.45   1.00    .58    .40  .166E-01  999.00 999.00 I4       0 
860203 2315  52.00  48.00   1.90   1.10    .76    .44  .221E-01   -7.00   1.00 N2C      3 
860203 2315  53.50  57.00   1.70   1.27    .68    .51  .341E-01  999.00 999.00 R4B      2 
860203 2315  58.00  55.00   2.10   1.20    .84    .48  .287E-01  999.00 999.00 R4B      3 
860203 2315  67.00  49.00   1.80   1.00    .72    .40  .166E-01  -15.00   2.50 R3B-F    3 
860203 2315  67.00  63.00   1.85   1.20    .74    .48  .287E-01   -7.00   1.00 N2C      3 
860203 2315  68.00  52.00   1.40    .75    .56    .30  .702E-02   -7.00   1.00 N2C      2 
860203 2315  71.50  47.00   1.60    .65    .64    .26  .457E-02   -7.00   1.00 N2C      3 
860203 2315  81.00  61.00   1.70    .80    .68    .32  .851E-02  999.00 999.00 I4       0 
860203 2315  88.00  53.00   1.40    .80    .56    .32  .851E-02  999.00 999.00 I4       0 
860203 2332  18.00  26.00   1.90   1.00    .76    .40  .166E-01   -7.00   1.00 N2C      3 
860203 2332  26.00  39.00   6.00   1.90   2.39    .76  .114E+00  -15.00   2.50 R3B-F    1 
860203 2332  31.00  27.00   1.60    .85    .64    .34  .102E-01  -15.00   2.50 R3B-F    2 
860203 2332  32.00  29.00   5.50   1.84   2.19    .73  .104E+00  -15.00   2.50 R3B-F    2 
860203 2332  34.00  39.00   2.00    .65    .80    .26  .457E-02  999.00 999.00 I4       0 
860203 2332  39.50  30.00   1.20    .95    .48    .38  .143E-01   -7.00   1.00 N2C      1 
860203 2332  40.50  31.00   1.70    .70    .68    .28  .570E-02  -15.00   3.50 P1A      2 
860203 2332  41.00  40.00   3.40   1.40   1.36    .56  .456E-01  -15.00   5.00 P7A      1 
860203 2332  41.00  34.00   1.70    .95    .68    .38  .143E-01  -15.00   5.00 P7A      2 
860203 2332  42.00  36.50   1.60   1.00    .64    .40  .166E-01  -15.00   5.00 P7A      2 
860203 2332  42.50  33.00   1.00    .65    .40    .26  .457E-02  999.00 999.00 I4       0 
860203 2332  46.00  39.00   2.50   1.20   1.00    .48  .287E-01  -15.00   5.00 P7A      1 
860203 2332  55.00  42.00   1.30    .80    .52    .32  .851E-02   -7.00   1.00 N1E      3 
860203 2332  55.00  40.50   2.20   1.10    .88    .44  .221E-01  -15.00   5.00 P7A      2 
860203 2332  56.50  36.50   1.20    .75    .48    .30  .702E-02  -15.00   5.00 P7A      3 
860203 2332  56.50  33.00   2.50   1.10   1.00    .44  .221E-01  -15.00   3.50 P1A      3 
860203 2332  58.00  28.50   2.80   1.15   1.12    .46  .253E-01   -7.00   1.00 N2C      3 
860203 2332  58.50  34.00   1.45   1.20    .58    .48  .287E-01  -25.00   5.00 C2B      2 
860203 2332  58.50  40.00   2.25   1.30    .90    .52  .365E-01  999.00 999.00 I4       0 
860203 2332  60.00  37.00   2.65   1.25   1.06    .50  .325E-01  -15.00   5.00 P7A      2 
860203 2332  60.00  27.00   1.10    .80    .44    .32  .851E-02   -7.00   1.00 N2C      2 
860203 2332  62.00  27.00   2.00   1.20    .80    .48  .287E-01  -15.00   2.50 R3B-F    1 
860203 2332  62.00  29.50   3.20   1.45   1.28    .58  .507E-01  -15.00   2.50 R3B-F    2 
860203 2332  65.00  40.00   1.15    .75    .46    .30  .702E-02  999.00 999.00 I4       0 
860203 2332  71.00  26.00   6.00   1.76   2.39    .70  .907E-01  -15.00   5.00 P7A      2 
860203 2332  74.00  30.00    .75    .75    .30    .30  .702E-02  999.00 999.00 I4       0 
860203 2332  75.00  35.00   1.65    .85    .66    .34  .102E-01  -15.00   5.00 R-P1A    3 
860203 2332  75.00  37.00   1.25    .80    .50    .32  .851E-02  999.00 999.00 I4       0 
860203 2332  84.00  25.00   3.00   1.40   1.20    .56  .456E-01  -15.00   2.50 R3B-F    2 
860203 2332  85.00  27.00   4.80   1.77   1.92    .71  .922E-01  -15.00   2.50 R3B-F    2 
860203 2332   8.00  59.00   1.50    .85    .60    .34  .102E-01  999.00 999.00 I4       0 
860203 2332  10.00  52.00   2.90    .85   1.16    .34  .102E-01  999.00 999.00 I4       0 
860203 2332  12.00  56.00   1.40    .80    .56    .32  .851E-02   -7.00   1.00 R-N2C    3 
860203 2332  13.00  51.50   1.20    .60    .48    .24  .359E-02  999.00 999.00 I4       0 
860203 2332  14.00  49.50   1.50    .80    .60    .32  .851E-02   -7.00   1.00 N2C      3 
860203 2332  14.50  65.00   2.10    .60    .84    .24  .359E-02  -15.00   2.50 R3B-F    3 
860203 2332  14.50  63.00   2.30   1.10    .92    .44  .221E-01   -7.00   1.00 R-N2C    2 
860203 2332  15.00  60.00   1.90    .90    .76    .36  .121E-01   -7.00   1.00 R3B-F    3 
860203 2332  15.00  51.00   2.70   1.20   1.08    .48  .287E-01   -7.00   1.00 R-N2C    2 
860203 2332  17.00  55.00   2.95   1.21   1.18    .48  .295E-01  999.00 999.00 I4       0 
860203 2332  18.00  44.00   2.40   1.00    .96    .40  .166E-01  999.00 999.00 I4       0 
860203 2332  22.00  58.00   1.90   1.00    .76    .40  .166E-01  999.00 999.00 R4B      2 
860203 2332  24.50  48.00   1.85    .90    .74    .36  .121E-01   -7.00   1.00 N2C      1 
860203 2332  28.00  46.50   1.90   1.20    .76    .48  .287E-01  999.00 999.00 R4B      2 
860203 2332  31.00  50.00   1.85    .80    .74    .32  .851E-02  999.00 999.00 I4       0 
860203 2332  31.50  58.00   1.20    .70    .48    .28  .570E-02   -7.00   1.00 N2C      3 
860203 2332  35.00  59.00   1.30    .80    .52    .32  .851E-02  -25.00   5.00 C2B      2 
860203 2332  36.00  57.50   2.70   1.00   1.08    .40  .166E-01   -7.00   1.00 R-N2C    2 
860203 2332  37.00  50.00   2.00   1.10    .80    .44  .221E-01  999.00 999.00 I4       0 
860203 2332  40.00  50.50   2.60    .95   1.04    .38  .143E-01  -15.00   5.00 P7A      3 
860203 2332  41.00  49.00   1.50    .65    .60    .26  .457E-02   -7.00   1.00 N2C      1 
860203 2332  46.00  46.00   1.20    .85    .48    .34  .102E-01  999.00 999.00 I4       0 
860203 2332  46.00  47.00   1.45    .80    .58    .32  .851E-02  999.00 999.00 I4       0 
860203 2332  49.00  53.50   2.50   1.02   1.00    .41  .176E-01  -15.00   2.50 R3B-F    3 
860203 2332  49.50  63.00   2.00   1.20    .80    .48  .287E-01  999.00 999.00 I4       0 
860203 2332  51.00  55.50   1.10    .85    .44    .34  .102E-01  -30.00  10.00 C1E      3 
860203 2332  54.00  49.00   3.00   1.20   1.20    .48  .287E-01  -15.00   1.50 P1D-F    3 
860203 2332  55.50  55.50   2.70   1.20   1.08    .48  .287E-01   -7.00   1.00 N2C      2 
860203 2332  58.00  63.00   1.60   1.00    .64    .40  .166E-01   -7.00   1.00 N2C      2 
860203 2332  58.00  43.00   2.80    .98   1.12    .39  .157E-01  -15.00   5.00 P7A      1 
860203 2332  59.00  52.00   1.10    .85    .44    .34  .102E-01  999.00 999.00 I4       0 
860203 2332  60.00  44.00   5.60   1.69   2.23    .67  .803E-01  -15.00   5.00 P7A      1 
860203 2332  62.00  62.00   1.60   1.10    .64    .44  .221E-01   -7.00   1.00 R-N2C    3 
860203 2332  62.00  49.00   2.70   1.45   1.08    .58  .507E-01   -7.00   1.00 N2C      2 
860203 2332  63.00  43.00   1.50    .90    .60    .36  .121E-01   -7.00   1.00 N2C      2 
860203 2332  65.50  51.50   1.65    .95    .66    .38  .143E-01  999.00 999.00 I4       0 
860203 2332  66.00  44.00   2.85   1.25   1.14    .50  .325E-01   -7.00   1.00 N2C      2 
860203 2332  67.00  61.00   1.40    .85    .56    .34  .102E-01   -7.00   1.00 N2C      3 
860203 2332  69.00  62.00   2.40   1.00    .96    .40  .166E-01   -7.00   1.00 R-N2C    3 
860203 2332  71.00  56.00   3.20   1.46   1.28    .58  .518E-01  999.00 999.00 I4       0 
860203 2332  75.00  45.00   2.00    .90    .80    .36  .121E-01   -7.00   1.00 N2C      2 
860203 2332  76.50  50.00   2.30    .80    .92    .32  .851E-02   -7.00   1.00 N2C      2 
860203 2332  80.50  51.00   3.40   1.50   1.36    .60  .561E-01  -15.00   2.50 R3B-F    0 
860203 2332  85.00  61.00   1.35   1.00    .54    .40  .166E-01  999.00 999.00 I4       0 
860203 2332  95.00  48.00   1.85    .90    .74    .36  .121E-01  999.00 999.00 I4       0 
860203 2332  59.00  29.00   1.90   1.20    .76    .48  .287E-01   -7.00   1.00 N2C      3 
860203 2345   4.00  33.00   6.85   1.77   2.73    .71  .922E-01  -15.00   2.50 R3B-F    1 
860203 2345   4.00  23.00   1.50    .55    .60    .22  .277E-02  999.00 999.00 I4       0 
860203 2345   4.00  21.00   1.20    .45    .48    .18  .152E-02  999.00 999.00 I4       0 
860203 2345   5.00  27.00   5.50   1.32   2.19    .53  .382E-01  -15.00   1.50 P1E-F    2 
860203 2345   6.00  22.00   3.90   1.30   1.56    .52  .365E-01  -15.00   2.50 R3B      2 
860203 2345   7.50  37.50   3.00   1.20   1.20    .48  .287E-01  -15.00   2.50 R3B-F    2 
860203 2345   8.00  20.00   3.20   1.25   1.28    .50  .325E-01   -7.00   1.00 R-N2C    2 
860203 2345  10.00  25.00   1.80   1.00    .72    .40  .166E-01  999.00 999.00 I4       0 
860203 2345  10.50  31.50   2.60   1.15   1.04    .46  .253E-01   -7.00   1.00 R-N2C    3 
860203 2345  14.00  20.00   3.85   1.45   1.54    .58  .507E-01  -15.00   2.50 R3B-F    3 
860203 2345  16.50  28.00   6.00   1.50   2.39    .60  .561E-01  -15.00   3.50 P2G      1 
860203 2345  18.00  41.00   1.30    .50    .52    .20  .208E-02   -7.00   1.00 N2C      2 
860203 2345  18.00  33.00   1.35    .60    .54    .24  .359E-02  -15.00   5.00 P7A      2 
860203 2345  23.00  30.00   2.70   1.10   1.08    .44  .221E-01  999.00 999.00 I4       0 
860203 2345  29.50  22.00   2.50   1.35   1.00    .54  .409E-01   -7.00   1.00 N2C      2 
860203 2345  31.00  22.00   1.40    .50    .56    .20  .208E-02   -7.00   1.00 N1E      3 
860203 2345  31.00  38.00   1.70    .80    .68    .32  .851E-02  999.00 999.00 I4       0 
860203 2345  35.00  33.00   4.15   1.25   1.66    .50  .325E-01  -15.00   2.50 R3B-F    3 
860203 2345  36.50  30.50   2.15   1.05    .86    .42  .193E-01  999.00 999.00 I4       0 
860203 2345  37.00  27.00   3.70   1.36   1.48    .54  .418E-01  -15.00   5.00 P7A      2 
860203 2345  38.00  29.00   1.00    .55    .40    .22  .277E-02  -15.00   3.50 P1A      2 
860203 2345  39.00  35.00   1.15    .55    .46    .22  .277E-02  -30.00   5.00 C2A      2 
860203 2345  39.00  24.00   1.45    .70    .58    .28  .570E-02  -15.00   5.00 P7A      3 
860203 2345  39.50  33.00   1.90    .80    .76    .32  .851E-02  -15.00   1.50 P1E-F    3 
860203 2345  40.00  35.50   2.05   1.20    .82    .48  .287E-01  -15.00   2.50 R3B-F    2 
860203 2345  41.00  41.00   3.40   1.40   1.36    .56  .456E-01  -15.00   2.50 P1C-F    2 
860203 2345  47.00  23.00   3.60   1.45   1.44    .58  .507E-01  -15.00   5.00 P7A      2 
860203 2345  47.00  27.00   3.85   1.90   1.54    .76  .114E+00  -15.00   5.00 P7A      2 
860203 2345  47.00  20.50   2.60   1.30   1.04    .52  .365E-01  -15.00   5.00 P7A      2 
860203 2345  48.00  35.00   1.25    .50    .50    .20  .208E-02  -30.00   5.00 C2A      2 
860203 2345  48.50  40.00   3.70   1.45   1.48    .58  .507E-01  -15.00   2.50 P1B      1 
860203 2345  51.00  26.00   3.60   1.65   1.44    .66  .747E-01  -15.00   3.50 P2F      1 
860203 2345  55.00  21.00   2.30   1.00    .92    .40  .166E-01  -15.00   1.50 P1D-F    1 
860203 2345  57.00  37.00    .90    .55    .36    .22  .277E-02  999.00 999.00 I4       0 
860203 2345  58.00  36.00   1.95    .90    .78    .36  .121E-01   -7.00   1.00 N2C      3 
860203 2345  60.00  38.00   2.10   1.00    .84    .40  .166E-01  -15.00   5.00 P7A      3 
860203 2345  62.00  38.00   1.80    .70    .72    .28  .570E-02  -25.00   5.00 C2B      2 
860203 2345  64.00  34.50   3.20   1.30   1.28    .52  .365E-01  -15.00   2.50 R3B-F    1 
860203 2345  67.00  28.00   1.70    .85    .68    .34  .102E-01  999.00 999.00 I4       0 
860203 2345  68.00  32.00   1.65    .85    .66    .34  .102E-01   -7.00   1.00 N2C      2 
860203 2345  68.50  24.00   2.05   1.05    .82    .42  .193E-01  -15.00   3.50 P1A      2 
860203 2345  69.50  40.00   1.75   1.05    .70    .42  .193E-01  -15.00   2.50 R3B-F    2 
860203 2345  71.00  23.00   2.55   1.10   1.02    .44  .221E-01  -15.00   2.50 R3B-F    3 
860203 2345  73.50  27.50   2.65   1.10   1.06    .44  .221E-01  -15.00   2.50 R3B-F    2 
860203 2345  76.00  19.50   1.75    .90    .70    .36  .121E-01  999.00 999.00 I4       0 
860203 2345  80.00  38.50   4.00   1.43   1.60    .57  .486E-01  -15.00   2.50 R3B-F    2 
860203 2345  83.50  35.00   2.00   1.00    .80    .40  .166E-01   -7.00   1.00 N2C      2 
860203 2345  84.00  35.50   3.30   1.20   1.32    .48  .287E-01  999.00 999.00 I4       0 
860203 2345  85.00  39.00   1.80    .74    .72    .30  .674E-02  999.00 999.00 I4       0 
860203 2345  89.00  34.00   2.70   1.11   1.08    .44  .227E-01  -15.00   2.50 R3B-F    3 
860203 2345  91.00  39.00   2.50   1.00   1.00    .40  .166E-01  999.00 999.00 I4       0 
860203 2345   9.00  51.00   2.00   1.00    .80    .40  .166E-01  999.00 999.00 I4       0 
860203 2345  11.00  43.50   2.25    .90    .90    .36  .121E-01  999.00 999.00 I4       0 
860203 2345  12.00  45.50   1.40    .70    .56    .28  .570E-02  -25.00   5.00 C2B      3 
860203 2345  22.00  48.00   2.60   1.16   1.04    .46  .260E-01  -25.00   5.00 R3B-F    2 
860203 2345  25.00  45.50   1.05    .50    .42    .20  .208E-02  999.00 999.00 I4       0 
860203 2345  23.00  61.50   1.55    .70    .62    .28  .570E-02   -7.00   1.00 N2C      2 
860203 2345  31.00  53.00   3.55   1.40   1.42    .56  .456E-01  -15.00   2.50 R3B-F    2 
860203 2345  32.00  55.00   1.30    .60    .52    .24  .359E-02  999.00 999.00 I4       0 
860203 2345  34.50  59.00   1.60    .80    .64    .32  .851E-02  999.00 999.00 I4       0 
860203 2345  35.00  48.00   1.50    .60    .60    .24  .359E-02  999.00 999.00 I4       0 
860203 2345  39.50  53.00   1.30    .70    .52    .28  .570E-02   -7.00   1.00 N2C      2 
860203 2345  42.00  53.00   3.00   1.55   1.20    .62  .619E-01  -15.00   2.50 R3B      3 
860203 2345  43.50  42.50   1.60    .70    .64    .28  .570E-02  999.00 999.00 I4       0 
860203 2345  46.00  50.00   3.70   1.40   1.48    .56  .456E-01  -15.00   5.00 P7A      3 
860203 2345  47.50  60.00   2.80   1.30   1.12    .52  .365E-01  -15.00   2.50 R3B-F    2 
860203 2345  48.00  51.00   2.60   1.30   1.04    .52  .365E-01  -30.00  10.00 C1E      2 
860203 2345  48.50  61.50   1.15    .70    .46    .28  .570E-02  999.00 999.00 I4       0 
860203 2345  49.00  63.00   2.65   1.00   1.06    .40  .166E-01   -7.00   1.00 N2C      2 
860203 2345  50.00  47.00   1.50    .80    .60    .32  .851E-02  -15.00   1.50 P1E-F    3 
860203 2345  56.00  51.00   2.10   1.20    .84    .48  .287E-01  -15.00   5.00 P7A      3 
860203 2345  55.00  64.00   1.75   1.00    .70    .40  .166E-01  999.00 999.00 I4       0 
860203 2345  59.00  47.00   2.50   1.30   1.00    .52  .365E-01  -15.00   2.50 R3B-F    2 
860203 2345  60.00  63.00   1.40    .60    .56    .24  .359E-02   -7.00   1.00 N2C      3 
860203 2345  64.50  63.50   3.10   1.20   1.24    .48  .287E-01   -7.00   1.00 R-N2C    3 
860203 2345  66.00  59.00    .90    .60    .36    .24  .359E-02   -7.00   1.00 N1E      3 
860203 2345  66.00  63.50   1.60    .90    .64    .36  .121E-01   -7.00   1.00 N2C      2 
860203 2345  67.50  63.00   3.20   1.15   1.28    .46  .253E-01   -7.00   1.00 R-N2C    3 
860203 2345  67.50  50.00   3.00   1.40   1.20    .56  .456E-01   -7.00   1.00 R-N2C    2 
860203 2345  69.00  61.50   1.30    .65    .52    .26  .457E-02   -7.00   1.00 N2C      3 
860203 2345  71.00  57.50   1.60    .85    .64    .34  .102E-01  -25.00   5.00 C2B      2 
860203 2345  73.50  62.50   2.50   1.10   1.00    .44  .221E-01  999.00 999.00 I4       0 
860203 2345  74.50  52.00   2.90   1.40   1.16    .56  .456E-01  -15.00   2.50 R3B-F    3 
860203 2345  77.50  55.50   1.50    .70    .60    .28  .570E-02   -7.00   1.00 N2C      2 
860203 2345  78.50  44.50   1.20    .85    .48    .34  .102E-01  999.00 999.00 R4B      2 
860203 2345  85.00  63.50   2.30    .75    .92    .30  .702E-02  999.00 999.00 I4       0 
860203 2345  86.50  62.00   1.00    .60    .40    .24  .359E-02  999.00 999.00 I4       0 
860203 2345  91.50  45.00   2.40   1.00    .96    .40  .166E-01  -15.00   2.50 R3B-F    2 
860203 2345  92.00  55.00   1.65    .95    .66    .38  .143E-01  999.00 999.00 I4       0 
860203 2345  98.00  55.00   2.70   1.15   1.08    .46  .253E-01  -15.00   2.50 R3B-F    3 
860204    0   3.50  41.00   3.00   1.00   1.20    .40  .166E-01   -7.00   1.00 N2C      2 
860204    0   5.00  32.50   1.60    .80    .64    .32  .851E-02   -7.00   1.00 N2C      2 
860204    0   8.00  41.00   1.30    .65    .52    .26  .457E-02  999.00 999.00 I4       0 
860204    0   9.00  36.50   1.40    .85    .56    .34  .102E-01  -15.00   2.50 R3B-F    2 
860204    0   9.00  35.50   1.00    .45    .40    .18  .152E-02   -7.00   1.00 N2C      2 
860204    0   9.00  21.00   1.40    .70    .56    .28  .570E-02  999.00 999.00 I4       0 
860204    0  11.00  38.00   3.60   1.25   1.44    .50  .325E-01  -15.00   2.50 R-P1C-F  3 
860204    0  13.00  32.00   6.80   1.68   2.71    .67  .789E-01  -15.00   5.00 P7A      1 
860204    0  14.00  22.00   2.70   1.30   1.08    .52  .365E-01  999.00 999.00 I4       0 
860204    0  16.00  35.00   1.30    .40    .52    .16  .106E-02  -25.00   5.00 C2B      2 
860204    0  18.00  26.00   3.55   1.45   1.42    .58  .507E-01  999.00 999.00 I4       0 
860204    0  19.50  41.00   1.90    .80    .76    .32  .851E-02   -7.00   1.00 R-N2C    2 
860204    0  21.00  37.00   2.10    .95    .84    .38  .143E-01  999.00 999.00 I4       0 
860204    0  25.00  25.00   1.10    .65    .44    .26  .457E-02   -7.00   1.00 N2C      1 
860204    0  33.00  39.00   2.30   1.20    .92    .48  .287E-01  -15.00   5.00 P7A      3 
860204    0  33.00  37.50   1.10    .60    .44    .24  .359E-02  -15.00   5.00 P7A      2 
860204    0  33.50  27.50   1.70    .95    .68    .38  .143E-01   -7.00   1.00 N2C      3 
860204    0  35.00  31.00   2.10   1.00    .84    .40  .166E-01  -15.00   5.00 P7A      2 
860204    0  37.00  31.50   1.45    .80    .58    .32  .851E-02  999.00 999.00 I4       0 
860204    0  39.00  30.00   1.35    .80    .54    .32  .851E-02   -7.00   1.00 N2C      2 
860204    0  41.00  35.00   2.80   1.10   1.12    .44  .221E-01  -15.00   5.00 P7A      3 
860204    0  44.00  26.50   2.20   1.10    .88    .44  .221E-01  999.00 999.00 I4       0 
860204    0  50.00  31.00   2.10   1.00    .84    .40  .166E-01  -15.00   5.00 P7A      2 
860204    0  53.00  25.00   1.80   1.15    .72    .46  .253E-01   -7.00   1.00 N2C      2 
860204    0  58.50  27.00   1.60    .95    .64    .38  .143E-01  -15.00   5.00 P7A      2 
860204    0  59.00  40.00   1.00    .70    .40    .28  .570E-02  999.00 999.00 I4       0 
860204    0  62.00  32.00   1.75    .95    .70    .38  .143E-01  -15.00   5.00 P7A      2 
860204    0  63.00  29.00   2.40   1.25    .96    .50  .325E-01  -15.00   5.00 P7A      3 
860204    0  63.00  40.00   3.70   1.20   1.48    .48  .287E-01  999.00 999.00 I4       0 
860204    0  66.00  26.00   3.20   1.60   1.28    .64  .681E-01  -15.00   5.00 P7A      2 
860204    0  70.00  32.50   3.00   1.25   1.20    .50  .325E-01  -15.00   5.00 P7A      2 
860204    0  72.00  32.00    .95    .50    .38    .20  .208E-02  999.00 999.00 I4       0 
860204    0  73.00  36.50   3.20   1.04   1.28    .41  .187E-01  999.00 999.00 I4       0 
860204    0  76.00  36.50   2.50   1.10   1.00    .44  .221E-01  -15.00   5.00 P7A      3 
860204    0  79.00  21.00   1.20    .80    .48    .32  .851E-02  999.00 999.00 I4       0 
860204    0  80.00  20.50   1.70    .90    .68    .36  .121E-01  999.00 999.00 I4       0 
860204    0  84.50  41.00   3.00   1.10   1.20    .44  .221E-01   -7.00   1.00 N2C      3 
860204    0  86.00  30.00   2.10   1.05    .84    .42  .193E-01  999.00 999.00 I4       0 
860204    0  89.50  40.00   1.00    .50    .40    .20  .208E-02  999.00 999.00 I4       0 
860204    0  92.00  21.00   1.50    .90    .60    .36  .121E-01   -7.00   1.00 N2C      3 
860204    0  92.00  22.00   2.30   1.00    .92    .40  .166E-01   -7.00   1.00 N2C      2 
860204    0  94.00  37.00   2.20   1.05    .88    .42  .193E-01   -7.00   1.00 N2C      2 
860204    0  95.50  21.00   2.80   1.20   1.12    .48  .287E-01  -15.00   2.50 R3B-F    2 
860204    0   5.00  46.00   4.90   1.70   1.96    .68  .817E-01  -15.00   5.00 P7A      2 
860204    0   9.00  56.50   1.90    .70    .76    .28  .570E-02  999.00 999.00 I4       0 
860204    0  11.50  51.50   3.10   1.10   1.24    .44  .221E-01  999.00 999.00 I4       0 
860204    0  13.00  50.00   1.40    .70    .56    .28  .570E-02   -7.00   1.00 N2C      3 
860204    0  14.00  48.00   2.60   1.00   1.04    .40  .166E-01   -7.00   1.00 N2C      2 
860204    0  14.00  44.00   3.10   1.05   1.24    .42  .193E-01  -15.00   2.50 R3B-F    2 
860204    0  18.00  60.00   1.50    .70    .60    .28  .570E-02  -30.00  10.00 C1E      2 
860204    0  19.00  45.00   4.70   1.40   1.88    .56  .456E-01   -7.00   1.00 R-N2C    2 
860204    0  20.00  55.00   1.80    .80    .72    .32  .851E-02   -7.00   1.00 N2C      3 
860204    0  21.00  60.00   1.95   1.00    .78    .40  .166E-01  999.00 999.00 R4B      2 
860204    0  25.00  48.00   2.70   1.10   1.08    .44  .221E-01   -7.00   1.00 N1E      3 
860204    0  28.50  43.00   2.40    .90    .96    .36  .121E-01  -15.00   2.50 R3B-F    2 
860204    0  29.50  50.00   1.30    .45    .52    .18  .152E-02  999.00 999.00 I4       0 
860204    0  33.00  54.00   1.20    .50    .48    .20  .208E-02  999.00 999.00 I4       0 
860204    0  33.00  61.00   1.50    .70    .60    .28  .570E-02   -7.00   1.00 N2C      3 
860204    0  34.50  44.00   1.00    .45    .40    .18  .152E-02  999.00 999.00 I4       0 
860204    0  37.00  44.00   2.25   1.10    .90    .44  .221E-01  -15.00   5.00 P7A      2 
860204    0  48.00  43.50   2.35   1.25    .94    .50  .325E-01  -15.00   5.00 P7A      2 
860204    0  49.00  47.00   1.00    .75    .40    .30  .702E-02  -25.00   5.00 C2B      2 
860204    0  49.50  49.00   1.10    .95    .44    .38  .143E-01  -25.00   5.00 C2B      2 
860204    0  51.00  62.50   2.50   1.00   1.00    .40  .166E-01  999.00 999.00 I4       0 
860204    0  51.00  56.00   1.70    .95    .68    .38  .143E-01  999.00 999.00 I4       0 
860204    0  53.00  53.00   2.60   1.30   1.04    .52  .365E-01  -15.00   2.50 R3B-F    2 
860204    0  60.50  47.00   1.60    .95    .64    .38  .143E-01  -15.00   2.50 R3B-F    2 
860204    0  67.50  54.00   2.10   1.10    .84    .44  .221E-01   -7.00   1.00 N2C      3 
860204    0  69.50  46.00   1.70   1.00    .68    .40  .166E-01  999.00 999.00 I4       0 
860204    0  72.00  58.00   2.75   1.20   1.10    .48  .287E-01   -7.00   1.00 R-N2C    3 
860204    0  73.00  48.00   6.20   1.97   2.47    .79  .127E+00  -15.00   3.50 P2F      2 
860204    0  76.00  50.00   1.80    .80    .72    .32  .851E-02   -7.00   1.00 N2C      2 
860204    0  79.50  61.00   1.90   1.00    .76    .40  .166E-01  999.00 999.00 I4       0 
860204    0  80.00  56.50    .85    .35    .34    .14  .713E-03   -7.00   1.00 N2C      2 
860204    0  82.00  57.00   2.20    .90    .88    .36  .121E-01   -7.00   1.00 N2C      2 
860204    0  84.50  52.00   2.70   1.10   1.08    .44  .221E-01  -25.00   5.00 C2B      2 
860204    0  85.00  46.00   1.50    .90    .60    .36  .121E-01  999.00 999.00 I4       0 
860204    0  92.50  50.50   3.90   1.36   1.56    .54  .418E-01  999.00 999.00 I4       0 
860204   15  13.00  18.00   2.10    .90    .84    .36  .121E-01   -7.00   1.00 R-N2C    2 
860204   15  13.00  11.50   1.70    .50    .68    .20  .208E-02   -7.00   1.00 R-N2C    2 
